Liked,Review,,
Poor,Worst service ever!! waited for over half an hour and didn't get any service.,,
Poor,Worst service Worst food Maybe the last restaurant in BD I would ever go,,
Poor,Very disapointed their food and service,,
Poor,Totally wasted our money. Burger tasted like shit.. they used very cheap quality bun. Ordered a beef pasta and served me a chicken pasta. Than I had to wait more 30 mins for the beef pasta. Music was good but doesn't make u happy when u r hungry. I am never going back. Now I have lose motion as well.. pathetic,,
Satisfactory,"Well behaved waiters, prompt service and good food. They have awesome set menu options. Live music sounded good till singers started performing hindi songs. Could work on the AC a little. They turn them off from time to time. :P Little less capsicum in their pasta wouldn't hurt. Overall pretty satisfying.",,
Satisfactory,"I've been here a couple of times and had beef pasta and shrimp pasta. They both tasted great. Also, the people here are very well behaved. The live music was very good as well, but you guys should sing more bangla songs. Good luck to you guys and keep up the good work.",,
Satisfactory,"Good food, prompt and courteous service, added with nice, live music makes this a great place.",,
Satisfactory,Best place for hangout & one of the best place for experience high quality food,,
Satisfactory,A good place to have some good with your special person.Food quality is average and price is formadable,,
Poor,Yesterday The chicken pasta was the worst pasta ever I ate��� It was 280 tk the chess was so poor all over it was waste of money :\ :\,,
Poor,Totally Disgusted. poor services and the food is not bad. #mixed pasta.,,
Poor,"Took no. 52 fried rice, vegetable, dragon chicken, beef oyester sauce and no.25 crispy chicken cheese burger with fries. They were absoloutely horrible. Rice and veg had old smell, beef was bitter and dry, chicken was full of tomato sauce. My wife found a piece of wire in the beef. Only good was the orange juice. NOT COMING AGAIN SOON !!!",,
Poor,"After hearing a massive exaggeration about this place, went there for lunch. We wanted to try tacos but they said it's unavailable. Then we asked about nachos but they told us that it can be provided with beef only so finally we ordered Grind House Special Pizza 6 inches and club sandwich! And later...we repented for our decision....the pizza was burnt and tasted too bitter we couldn't even finish half! It was that horrible...and the sandwich was average...you can get that a...t any usual fastfood shop so I had to fill my tummy with two coca colas...moreover the place was too hot.. we asked why they aren't running their air conditioners and they said it's because of load shedding...come on you should take the necessary step to run one ac atleast! They were playing music on high volume so they could have the facility of running atleast one ac during power cut anyways I'm giving one star for their service...it was the only thing I liked about the place...had the wish to taste their Jambola Pasta but after having the pizza I wanted to run as soon as possible...sorry but greatly disappointed after hearing such high reviews OVERHYPED ! ... So... That's my girlfriend's review ... Lol... . xD So I spent 720/- for 2 Coca-Cola & a leftover burnt pizza... OH dear., Thank you.. -_- You are doing great .. Grind House.. Will never ever come again.. :/",,
Poor,Really disappointing! Food quantity is really poor compare to price. Everything seems overpriced. Place is nice though.,,
Poor,"It is our 5th time at Grand Nawab. We have found that they provide good quantity undoubtedly but the quality of its food are decreasing with the passes of time. Moreover, we are dissatisfied with todays service. My advice to the owners that maintain quality and good service.",,
Poor,"I wish i read the negative reviews before. It is infact overated, maybe it was better in the past but now its not. And the space is very little but the decorations makes up for it? Idk. Friendly enviorment.",,
Poor,"Not a pleasant experience, I must say. We ordered jaali kabab & tandoori chicken roast. Both were very dry. Taste wasn't that good. They should look into that.",,
Poor,This is my first time didn't fulfill my expectations at all. The worst biriyani ever but borhani was good. Not like as Kolkata Kacchi Ghor.,,
Poor,"The worst biryani I ever eat. Tasteless, only chorbi porda no meat, cold roast and chicken saslik. Maybe they did their own advertising.",,
Poor,The most worst kacchi i have in my life. No test on their rice and the piece mutton. Mutton piece are too small. Their behavior was rude with customer.,,
Poor,It was tasteless. Basmati rice was too much dry n food is not so quality ful ....,,
Poor,"Food was very bad, not a place to go, very bad experience sorry.",,
Poor,Worst food of old town. A giant sized potato with attractive packaging that's it Taste 0/10,,
Poor,"The kacchi was too much dry,,place was small & the behavior are worst.",,
Poor,"It was just unexpected to have Kacchi Biriyani in such a bad condition. Really guys, you need to improve a lot.",,
Poor,"went there yesterday. First of all, the way of approach was very disappointing. I planned to order student menu, stated on their page. But the waiter said, These are not available now! I asked him to consult it with his manager. He went and came back within a minute and said, they can, but it will take long time. What a strategy to inhibit us to order those set menus as they are relatively cheap in price! After that, I gave feedback to their manager and he said that, there's... The Fried rice was very good with a good smell. The diameter of the glasses were so less that it could held no more than 150-200 ml of soft drink. The last devastating and irritating thing was, they proposed us at least 5 times to give review on Facebook about their food! Why man? Isn't it my choice that I like to give review or not? Do you people have rights to insist? I felt shame that I brought 2 of my friends there. Like others, you people opened up a restaurant to do business and I appreciate that. But, do that with dignity. I hope you will rectify your mistakes. Wish you a good luck.",,
Poor,I wish i hadn't wasted my money! i usually never write these bad reviews but the food and service forced me to write. Total crap. Without decor nothing is even average! Telling you again food and service just awful. And the food was smelling like is has started to rotten!,,
Poor,3rd class food ever. Offer picture food is not given to me. Amount of the food quantity is low. Also offer price is 598 Taka. So it is a cheap trick to fool us. Food was rotten and it smells bad. Now comes to the service. Their service was extremely bad. Food took 1 hour to receive. Never going there again. Beware everyone don't waste your valuable time and money here.,,
Poor,one of the worst food i have evr taseted,,
Satisfactory,I was really pleased with their behavior... Food was good... Nd mostly I loved their live music,,
Satisfactory,food good service good.................... nice environment I loved it.,,
Satisfactory,"Awesome food.Environment, behaviour and decoration is so good.loved it",,
Satisfactory,"I had nice experience having food here. Foods are well & hygienic. I will also suggest other if you have time, can enjoy here, it will be satisfactory.",,
Satisfactory,I was very satisfied .... With the food really good specially tandoori chicken ... Chicken tikka mind blowing I loved it cine cafe interior fabulous .........every day live band performance is mind blowing me with my family visited this cafe twice really it was very amazing place food quality very good quality should be kept up service good familiar I loved it ,,
Poor,Ambience is totally disgusting !! They should train their waiter more!!,,
Poor,"Bogus food, worst quality service with terrible dirty environment. Wasted good amount of money for nothing.",,
Poor,"We ordered Mee Goreng Noodles, General Tso's Chicken, Chicken dumpling. The mee goreng was good. General tso's chicken was so so. The worst was the chicken dumplings, they smelled so horrible and was hard to chew on and anyone would know they were bad. We ate 1 out of 6 and informed the staffs about this. And then after 5 minutes gave us the same thing again. When we complained again they admitting that the seasoning was probably bad. Worst of all, they billed us for it! What the heck??!! If they keep doing this, they will run out of returning customers very soon.",,
Poor,Had buffet iftar today. Unfortunately... food didn't match with my expectation!,,
Poor,the first and only time i'm going there. the food was terrible,,
Poor,good ambiance... with.... tasteless food ... so not going again,,
Poor,Shittiest food i ever had...they should offer orsaline free wid every meal :3 never going there,,
Poor,utter disappointment....,,
Poor,"The most terrible food i've had in a long time. They couldn't get a single dish right. The food was either too salty, or too tangy, or just tasted bad. Never going back.",,
Poor,"The food was terrible. The saving grace was that it looked good, but thats all . The stir fried beef in sesame oil had buckets of salt, so much that we had to send it back. The general tso's chicken tasted like bits of chicken in tamarind paste. The service was good considering we were the only two customers in the entire place. And now we know why. Most of the food was inedible, however they didtry to fix the beef dish but the result was just weird tasting sugary over salted beef.",,
Poor,We had a really bad experience today in tokyo express.. we go there at 4/ 4.30 .they said we have to order food now..coz there Break time will be started right now.. that's why we ordered as early as possible.they also surved it quickly.. after finishing our meal.At that time there kitchen was close nd break time was started for the staffs.. so cleard our bill.nd started taking some pictures.when we cleared our bills at that time they just turned off all the lights of the res...taurant... At that time we r taking pictures they told us nothing bt turned off lights ac even also closed the door..just got shocked by their behavior.what kind of bad Manner is this?? I never face this kind of behavior in my entire life..no courtasy atall..we pay a handsome amount to eat there.nd they can't behave like this.. i really feel insulted... I think we will also give negative review for ur staffs mannerless behavior,,
Poor,I had a really bad experience today in tokyo express.. we go there at 4/ 4.30 .they said we have to order food now..coz there Break time will be started right now.. that's why we ordered as early as possible.they also surved it quickly.. after finishing our meal.At that time there kitchen was close nd break time was started for the staffs.. so cleard our bill.nd started taking some pictures.when we cleared our bills at that time they just turned off all the lights of the rest...aurant... At that time we r taking pictures they told us nothing bt turned off lights ac even also closed the door..just got shocked by their behavior.what kind of bad Manner is this?? I never face this kind of behavior in my entire life..no courtasy atall..we pay a handsome amount to eat there.nd they can't behave like this.. i really feel insulted... I think we will also give negative review for ur staffs mannerless behavior,,
Poor,Overpriced. Quality of the food and the amount did not meet expectation. Would not recommend.,,
Poor,Went there on February this year. Absolute shit. Deserves 0 star. The tempura was served cold. The soya sauce was overpowering. The sushi tasted bland and few days old. Horrible. Expected a lot,,
Poor,"Was expecting a great service; after getting recommendation from quite a few friends. Shortage of Miso soup (really? In a Japanese restaurant? REALLY?) The ramen (not really but let's call it the name it was given by the restaurant) came last even though we asked for it first. Also poor choice in music (over remixed pop; c'mon it's 2017), trying to compensate for it by turning it to a deafening amount of loudness. Poor service overall. It's cold in here. I won't recommend coming here but if you do, bring a jacket or a shawl. MOSQUITOS EVERYWHERE. I MEAN EVERYWHERE. IT TOOK ME 25MINS TO WRITE THIS BECAUSE IT'S SO LOUD I CAN'T HEAR MYSELF THINK !!!!!",,
Satisfactory,"Dinner in Tokyo express got an interesting menu, wonderful meal that was perfectly served by the waiters. Must visit again in my next vacation.",,
Satisfactory,Delightful ambience coupled with good quality food. Pricey but worth every bite!,,
Satisfactory,Its simply an amazing place.. Feel like dining here every day..,,
Satisfactory,Loved the Chicken Nanban. The Salmon & Avocado sushi roll was ok. This place gets brownie points for a clean and cool atmosphere :),,
Satisfactory,Awesome experience! Awesome food! Totally loved the place!,,
Poor,This is the first time I visited Tokyo Express and I ordered Sumo Wrestler's Ramen and they served me my dish with hair in it. I really don't think they are capable enough to run the restaurant. Anyways I'm never probably gonna visit the restaurant again and I seriously think the restaurant is not qualified enough and their license should be revoked.,,
Poor,Worst Food 1ta Star dileo Beshi literally Worst Food!,,
Poor,Service was way below par. Waited 2 hours for food. Watched customers whom came after us come and go. Never coming back again and I don't recommend the food either. Poor effort in service and culinary skills...,,
Poor,My daughter found a bug in her drink and the establishment only wanted to give me a refund on the drink,,
Poor,"took that 12 inch new york cheese pizza with wedges and ice tea offer at tk 1000. Pizza tasted rubbish.Wost pizza that I've ever had. And they said, wedges won't ve available so they served sauted mushrooms. Yuckiest mushrooms that I've ever tasted and the amount could be counted in 1 hand( 8-10 pieces of sauted mushroom) though in the offer picture, It showed a small bowl full of wedges. I'm never going to sbarro baily road or in any branch or sbarro again. Loss of money and disrespectful to my tastebud.",,
Poor,"Worst sehri-outing experience I had till date. Yesterday afternoon, I called up the baily road branch and reserved seats for nine people. The staff member who talked to me had confirmed and assured me that the reservation was placed. At 2:15 AM when we actually arrived at the restaurant, we got to know that this reservation was never communicated to the sehri shift staff member. Kudos to them for their great professionalism :) But this was only the start. They served us the first plate at 3:27 AM, a mere 11 minutes before the sehri deadline. We waited for more than an hour thinking that okay they didn't communicate the reservation among themselves but surely a franchise like Sbarro will be able to serve up some platters in 30- 40 minutes. We were dead wrong. Even after taking such a long time, they didn't serve the full platter. Barely half of the offerings were plated in front of us. Sadly, all these things weren't the most pathetic part of the experience. This sham of a restaurant they are running didn't even have spoons! Yes, a restaurant without spoons. We had rush-eat rice with a fork and a knife. With 11minutes till the sehri deadline.",,
Poor,"Went to Sbarro Mohommadpur, ordered 1 staffed crush and 1 super supreme. Both taste horrible. Stuffed crush was shoggy and the super supreme's crust was literally like toast biscuit. Please don't go. Food quality is far far behind than Gulshan branch.",,
Poor,"Pizza was disastrous. Too much oily that I had to use tissue paper to soak the oil before eating. So called ""Iced Teas"" came without ice, it wasn't even cold. When asked, they replied that they are out of ice, at least they could use cold water. Who drinks tea that is neither cold nor hot (dumb face smiley). Pizza Hut is way way way better",,
Poor,very bad experience..... bad mannered people and insects in food,,
Poor,bad experience ������ bad mannered,,
Poor,Decoration of the restaurant was good but the food quality was not up to the mark. Also their service was bit slow.,,
Poor,Worst possible customer service. It is a pay first service. After paying the money they took 1hour and 15 minutes to bring the food. Is it a joke? Seriously!! More than one hour?? They take the money first so that the customer can't leave. Worst customer service I have ever seen.,,
Poor,"Worst food. B1G1 portion is abnormally small. Drinks are really bad, especially the lemon ice tea.",,
Poor,"Took a very long time to serve. The taste of the pasta wasn't good,there was no cheese,no chicken. Overall,their service dissatisfied us.",,
Poor,Place is good but food is totaly worst��,,
Satisfactory,Lovely place n best place for spending time wid family,,
Satisfactory,"The best restaurants I have visited resent time. Nice environment, good sitting arrangements well decorated.",,
Satisfactory,It was great filling at platinum club bd. I will like to go again and again. Thank you platinum club bd.,,
Satisfactory,Reasonable price a good food,,
Satisfactory,Best place for organising parties!!,,
